Synthase,Length (aa),Architecture,Classification
OJI83150.1,2576,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI83148.1,2358,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI83136.1,1797,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJI83130.1,4004,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJI83053.1,3950,KS-AT-DH-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJI82881.1,2356,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI82802.1,2531,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ08670.1,3057,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ08490.1,1797,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ08408.1,2445,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ08178.1,2901,KS-AT-DH-MT-KR-ACP-TR,PKS|Type I|Partially-reducing
OJJ08000.1,2151,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ07905.1,2404,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ07788.1,2226,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
OJJ07785.1,2422,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ07233.1,2502,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ06454.1,2677,SAT-KS-AT-PT-ACP-ACP-MT-TR,PKS|Type I|Non-reducing
OJJ06306.1,3889,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJJ05906.1,2998,KS-AT-DH-MT-ER-KR-ACP-cAT,PKS|Type I|Highly-reducing
OJJ05494.1,435,KS,Thiolase
OJJ04870.1,2387,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ04761.1,2116,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJJ04523.1,431,KS,Fatty acid synthase
OJJ04158.1,401,KS,Thiolase
OJJ03775.1,458,KS,Thiolase
OJJ03440.1,180,KS,PKS
OJJ02881.1,413,KS,Thiolase
OJJ02817.1,417,KS,Thiolase
OJJ02001.1,2371,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ01853.1,2375,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJJ01245.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJJ01088.1,421,KS,Thiolase
OJJ00893.1,2517,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OJI99812.1,1730,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OJI99585.1,391,KS,Thiolase
OJI99530.1,2222,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OJI99519.1,1612,MPT-ACP-KR-KS-PPT,Fatty acid synthase|alpha subunit
OJI99011.1,4008,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OJI98337.1,455,KS,Thiolase
OJI98316.1,428,KS,Thiolase
OJI98164.1,395,KS,PKS
OJI97730.1,405,KS,Thiolase
OJI97266.1,417,KS,Thiolase
OJI97248.1,1665,KS-AT-DH-MT,PKS|Type I|Partially-reducing
OJI96914.1,2564,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI96730.1,3084,KS-AT-DH-MT-ER-KR-ACP-cAT,PKS|Type I|Highly-reducing
OJI96712.1,2468,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI96507.1,1806,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
OJI96122.1,1784,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJI82134.1,2651,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI81535.1,458,KS,Thiolase
OJI81211.1,2467,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI81092.1,415,KS,Thiolase
OJI80755.1,2465,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI80367.1,2209,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI80342.1,2605,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OJI79831.1,1821,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
OJI79696.1,2378,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OJI79672.1,2167,KS-AT-DH-MT-ER-KR,PKS|Type I|Highly-reducing
OJI79585.1,2467,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
ANY30311.1,207,KS,PKS
OGM50547.1,2515,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM50472.1,2598,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM50429.1,459,KS,Thiolase
OGM50081.1,2286,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM50040.1,401,KS,PKS
OGM50032.1,3967,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OGM49764.1,3886,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OGM49399.1,2499,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM49360.1,2771,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
OGM48922.1,2552,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM48910.1,2895,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
OGM48698.1,2436,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM48141.1,4011,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OGM47492.1,2089,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
OGM47208.1,2128,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OGM47171.1,2432,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM47140.1,2248,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
OGM46309.1,426,KS,Fatty acid synthase
OGM46107.1,2384,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM45562.1,290,KS,PKS
OGM45074.1,2217,A-T-KS-AT-KR-ACP-R,Hybrid PKS-NRPS
OGM45069.1,1629,AT-KR-KS,Fatty acid synthase
OGM44778.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OGM44497.1,744,KS,Thiolase
OGM44452.1,2576,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM44214.1,1991,KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OGM44081.1,357,KS,PKS|Type III
OGM44044.1,3888,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
OGM43994.1,2375,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM43967.1,1370,KS-AT-DH,PKS|Type I|Partially-reducing
OGM43955.1,1563,C-A-T-KS,Hybrid PKS-NRPS
OGM43852.1,432,KS,Thiolase
OGM43504.1,2412,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM43340.1,2103,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
OGM43333.1,761,SAT-KS,PKS
OGM42779.1,2048,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
OGM42682.1,419,KS,Thiolase
OGM42345.1,176,KS,Thiolase
OGM42335.1,2537,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM41230.1,421,KS,Thiolase
OGM41103.1,2349,KS-AT-DH-MT-KR,PKS|Type I|Partially-reducing
OGM40961.1,1761,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
OGM40815.1,402,KS,PKS|Type III
OGM40183.1,413,KS,Thiolase
OGM39961.1,430,KS,Thiolase
OGM39937.1,2906,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
OGM39692.1,2452,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
OGM39652.1,455,KS,Thiolase
OGM39310.1,458,KS,Thiolase
ODM23932.1,404,KS,Thiolase
ODM23449.1,1401,KS-AT-DH-MT,PKS|Type I|Partially-reducing
ODM23251.1,417,KS,Thiolase
ODM22456.1,433,KS,Thiolase
ODM22331.1,458,KS,Thiolase
ODM22003.1,2443,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
ODM21804.1,1778,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
ODM21321.1,2489,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
ODM20892.1,2148,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ODM20669.1,2901,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
ODM20223.1,2008,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
ODM19881.1,400,KS,Thiolase
ODM19151.1,1778,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
ODM17885.1,2558,SAT-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
ODM17171.1,413,KS,Thiolase
ODM16775.1,426,KS,Thiolase
ODM16590.1,419,KS,Thiolase
ODM16041.1,2117,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ODM15843.1,430,KS,Fatty acid synthase
ODM14741.1,2556,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
ODM14698.1,2510,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
ACJ13039.1,2142,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ACJ13038.1,1963,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ACJ13037.1,1676,SAT-KS-AT-PT,PKS|Type I|Non-reducing
ACJ13036.1,1957,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ACJ13035.1,2109,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ACJ13034.1,2136,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
ACH47947.1,190,KS,PKS
AAD34559.1,2532,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EDP56501.1,418,KS,Thiolase
EDP55391.1,2445,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EDP55365.1,433,KS,Thiolase
EDP55264.1,2146,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EDP54651.1,420,KS,Thiolase
EDP54227.1,466,KS,Fatty acid synthase
EDP53793.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EDP53518.1,2560,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EDP53404.1,3990,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EDP53389.1,2463,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EDP52288.1,2514,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EDP50840.1,1741,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EDP50464.1,419,KS,Thiolase
EDP50018.1,458,KS,Thiolase
EDP49937.1,2109,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EDP49172.1,2462,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EDP49155.1,3991,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EDP48973.1,1834,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
EDP48908.1,398,KS,Thiolase
EDP48248.1,440,KS,Thiolase
EDP47964.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAU39576.1,226,KS,Thiolase
EAU39559.1,666,KS-AT,PKS|Type I
EAU39102.1,417,KS,Thiolase
EAU38971.1,3890,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EAU38928.1,2774,KS-AT-DH-ER-KR-ACP-C,Hybrid PKS-NRPS
EAU38791.1,2081,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EAU38658.1,372,KS,Thiolase
EAU37396.1,1802,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAU36856.1,2315,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU36849.1,466,KS-AT,PKS|Type I
EAU36720.1,2620,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAU36706.1,2556,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EAU36165.1,453,KS,Thiolase
AAZ99722.1,215,KS,PKS
AAZ99721.1,229,KS,PKS
AAW32202.1,156,KS,PKS
AAT92024.1,654,KS-AT,PKS|Type I
AAT92023.1,1077,KS-AT-DH,PKS|Type I|Partially-reducing
AAT92022.1,141,KS,PKS
AAS98205.1,155,KS,PKS
AAS98204.1,636,KS-AT,PKS|Type I
AAS98203.1,240,KS,PKS
AAS98202.1,242,KS,PKS
AAS98199.1,241,KS,PKS
AAS98198.1,240,KS,PKS
AAS98197.1,242,KS,PKS
AAS60190.1,152,KS,PKS
AAS60184.1,139,KS,PKS
ADF44267.1,251,KS,PKS
ADF36147.1,231,KS,PKS
ADF36144.1,222,KS,PKS
ADF36143.1,252,KS,PKS
ADF36140.1,232,KS,PKS
ADF36139.1,204,KS,PKS
ADF36138.1,266,KS,PKS
ADF36137.1,220,KS,PKS
ADF36136.1,202,KS,PKS
ADF36135.1,225,KS,PKS
ADF36134.1,225,KS,PKS
ADF36133.1,219,KS,PKS
ADF36132.1,222,KS,PKS
ADF36129.1,271,KS,PKS
ADF36128.1,297,KS,PKS
ADF36127.1,252,KS,PKS
ADF36121.1,238,KS,PKS
ADF36120.1,224,KS,PKS
ADF36119.1,232,KS,PKS
AAQ84585.1,125,KS,PKS
AAQ84582.1,125,KS,PKS
AAQ84581.1,125,KS,PKS
AAQ84580.1,125,KS,PKS
EAW25483.1,458,KS,Thiolase
EAW25003.1,419,KS,Thiolase
EAW24697.1,1785,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAW24682.1,1821,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAW23793.1,2606,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW23638.1,2405,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW22601.1,435,KS,Thiolase
EAW22046.1,189,KS,PKS
EAW20700.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
EAW20415.1,2440,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EAW20048.1,398,KS,Thiolase
EAW19983.1,1816,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
EAW19771.1,2164,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW19759.1,2397,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW19433.1,413,KS,Thiolase
EAW19338.1,2144,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EAW18707.1,420,KS,Thiolase
EAW18301.1,428,KS,Fatty acid synthase
EAW17052.1,2457,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW17018.1,2620,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
EAW16886.1,2561,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW16804.1,3763,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EAW16652.1,453,KS,Thiolase
EAW16387.1,2895,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
EAW14609.1,2145,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
EAW13999.1,420,KS,Thiolase
EAW13830.1,448,KS,Fatty acid synthase
EAW12416.1,2421,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW12336.1,2556,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW12177.1,1914,KS-AT-PT-ACP-MT-TE,PKS|Type I|Non-reducing
EAW12170.1,2561,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW10536.1,419,KS,Thiolase
EAW10104.1,458,KS,Thiolase
EAW09117.1,4043,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EAW09019.1,3943,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
EAW08950.1,2559,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
EAW08895.1,2582,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW07064.1,2444,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
EAW07026.1,436,KS,Thiolase
AMD78096.1,241,KS,PKS
AMD78095.1,241,KS,PKS
ALS88540.1,112,KS,PKS
ALS88539.1,111,KS,PKS
ALS88538.1,110,KS,PKS
ALS88537.1,111,KS,PKS
ALS88533.1,113,KS,PKS
ALS88532.1,113,KS,PKS
ALG05116.1,114,KS,PKS
ALG05115.1,114,KS,PKS
ALG05114.1,113,KS,PKS
ALG05112.1,112,KS,PKS
ALG05111.1,113,KS,PKS
ALG03242.1,1747,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
ALG03237.1,1733,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KOC18793.1,2121,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KOC18738.1,2580,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KOC18274.1,402,KS,PKS
KOC17899.1,3880,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KOC17645.1,3906,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KOC17636.1,2109,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KOC17620.1,458,KS,Thiolase
KOC17302.1,802,KS,Fatty acid synthase
KOC16920.1,2586,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KOC16898.1,1789,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
KOC16838.1,2417,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC16818.1,2453,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KOC16534.1,459,KS,Thiolase
KOC16294.1,1557,KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KOC16073.1,2569,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC16008.1,1890,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KOC15904.1,2519,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC15470.1,2525,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC15381.1,432,KS,Thiolase
KOC14820.1,913,KS-ER,PKS
KOC14817.1,719,SAT-KS,PKS
KOC14636.1,834,KS,Thiolase
KOC13786.1,421,KS,Thiolase
KOC13679.1,419,KS,Thiolase
KOC13416.1,2385,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC12970.1,2493,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC12412.1,2538,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC12145.1,3917,KS-AT-DH-ER-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KOC11848.1,2573,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC11803.1,1761,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
KOC10779.1,383,KS,PKS|Type III
KOC09619.1,2568,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC09440.1,399,KS,Thiolase
KOC09297.1,1111,KS-AT-DH,PKS|Type I|Partially-reducing
KOC09014.1,1755,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KOC08569.1,416,KS,Thiolase
KOC08483.1,2049,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KOC08263.1,1787,AT-KR-KS,Fatty acid synthase
KOC07796.1,2595,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC07781.1,2895,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
KOC07484.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KOC07345.1,2547,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KOC07166.1,2649,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KJJ35663.1,2253,SAT-KS-AT-PT-ACP-MT,PKS|Type I|Non-reducing
KJJ33383.1,2245,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
KJJ29736.1,3946,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KJJ29030.1,2429,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KNG91681.1,3870,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KNG91625.1,2362,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG91513.1,2575,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG91460.1,459,KS,Thiolase
KNG91391.1,2103,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KNG91356.1,2571,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KNG91083.1,402,KS,PKS|Type III
KNG90940.1,2576,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG90606.1,2896,KS-AT-DH-MT-ER-KR-ACP-TR,PKS|Type I|Highly-reducing
KNG90595.1,391,KS,PKS|Type III
KNG90587.1,2551,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG90546.1,3828,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KNG90368.1,2506,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG90224.1,2141,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KNG89769.1,432,KS,Thiolase
KNG89455.1,1629,AT-KR-KS,Fatty acid synthase
KNG89430.1,2374,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG89290.1,657,KS,Thiolase
KNG89180.1,416,KS,Thiolase
KNG88685.1,3956,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KNG88668.1,2615,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG88285.1,2212,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG87291.1,2589,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG87152.1,1799,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KNG86665.1,2633,KR-KS-AT-PT-ACP-ACP-MT-TE,PKS|Type I|Non-reducing
KNG86449.1,423,KS,Thiolase
KNG86287.1,387,KS,PKS|Type III
KNG85583.1,2411,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG85249.1,2495,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG84699.1,3930,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KNG84539.1,3988,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KNG83930.1,537,KS-AT-DH,PKS|Type I|Partially-reducing
KNG83917.1,1562,C-A-T-KS,Hybrid PKS-NRPS
KNG83914.1,2608,SAT-KS-AT-PT-ACP-MT-TR,PKS|Type I|Non-reducing
KNG83780.1,2103,SAT-KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KNG83684.1,2552,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG83468.1,458,KS,Thiolase
KNG83457.1,426,KS,Fatty acid synthase
KNG83443.1,2437,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG83358.1,1615,KS-AT-PT-ACP-TE,PKS|Type I|Non-reducing
KNG83279.1,2405,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG83125.1,1760,KS-AT-DH-KR-ACP,PKS|Type I|Partially-reducing
KNG82733.1,253,KS,Thiolase
KNG82239.1,593,KS,Thiolase
KNG82131.1,2622,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG81162.1,1944,KS-AT-DH-ER,PKS|Type I|Partially-reducing
KNG81155.1,399,KS,Thiolase
KNG81105.1,821,KS,Thiolase
KNG81092.1,2419,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KNG81069.1,2553,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KMK63705.1,433,KS,Thiolase
KMK63679.1,2445,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KMK62918.1,341,KS,PKS
KMK62718.1,418,KS,Thiolase
KMK62312.1,2609,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KMK61872.1,420,KS,Thiolase
KMK61281.1,2146,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KMK58713.1,2533,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KMK58611.1,2458,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
KMK58607.1,2198,SAT-KS-AT-PT-ACP-TR,PKS|Type I|Non-reducing
KMK58358.1,1777,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KMK57930.1,428,KS,Fatty acid synthase
KMK57606.1,2113,SAT-KS-AT-PT-ACP-ACP-TE,PKS|Type I|Non-reducing
KMK57021.1,2456,KS-AT-DH-ER-KR-ACP,PKS|Type I|Highly-reducing
KMK57005.1,3946,KS-AT-DH-MT-KR-ACP-C-A-T-R,Hybrid PKS-NRPS
KMK56828.1,1834,SAT-KS-AT-PT-ACP-ACP,PKS|Type I|Non-reducing
KMK56766.1,386,KS,Thiolase
KMK56399.1,1782,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KMK56009.1,413,KS,Thiolase
KMK55729.1,1794,SAT-KS-AT-PT-ACP,PKS|Type I|Non-reducing
KMK54950.1,2004,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KMK54819.1,419,KS,Thiolase
KMK54471.1,2183,KS-AT-DH-MT-KR-ACP,PKS|Type I|Partially-reducing
KMK54374.1,458,KS,Thiolase
KMK54259.1,2514,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
AHZ61902.1,2552,KS-AT-DH-MT-ER-KR-ACP,PKS|Type I|Highly-reducing
AKE50806.1,216,KS,PKS
